Date,Open,High,Low,Close,Adj Close
2019-03-11,69.9869,70.023499,69.792,69.9869,69.9869
2019-03-12,69.7901,69.790298,69.481499,69.7901,69.7901
2019-03-13,69.615501,69.814499,69.414001,69.845001,69.845001
2019-03-14,69.726303,69.726303,69.313004,69.726303,69.726303
2019-03-15,69.337303,69.627502,68.915001,69.337303,69.337303
2019-03-18,68.953003,69.239998,68.455002,68.953003,68.953003
2019-03-19,68.614998,69.171501,68.350502,68.617996,68.617996
2019-03-20,69.007599,69.317497,68.741501,69.317497,69.317497
2019-03-21,68.780502,68.782997,68.43,68.824997,68.824997
2019-03-22,68.800499,69.251503,68.547997,68.93,68.93
2019-03-25,69.160599,69.185997,68.790001,69.1605,69.1605
2019-03-26,68.923401,69.301498,68.634003,68.923401,68.923401
2019-03-27,68.986,69.195801,68.769997,69.427498,69.427498
2019-03-28,69.089996,69.357002,68.914001,69.370003,69.370003
2019-03-29,69.181503,69.348999,69.039001,69.5,69.5
2019-04-01,69.43,69.610001,69.18,69.43,69.43
2019-04-02,69.195503,69.529999,68.739899,69.195297,69.195297
2019-04-03,68.9105,69.205002,68.377998,68.910202,68.910202
2019-04-04,68.443001,69.43,68.440002,68.849998,68.849998
2019-04-05,68.970497,69.327499,68.939003,68.970398,68.970398
2019-04-08,69.1605,69.769997,69.1605,69.160004,69.160004
2019-04-09,69.547997,69.714996,69.248001,69.552498,69.552498
2019-04-10,69.261497,69.364799,69.081001,69.261803,69.261803
2019-04-11,69.140503,69.495003,68.830002,69.140198,69.140198
2019-04-12,69.013,69.43,69.010002,69.43,69.43
2019-04-15,69.182999,69.624496,68.924004,69.161003,69.161003
2019-04-16,69.388,69.658997,69.3815,69.809998,69.809998
2019-04-17,69.523003,69.661003,69.333,69.885002,69.885002
2019-04-18,69.401001,69.616997,69.355003,69.401001,69.401001
2019-04-19,69.388,69.754997,69.294998,69.380997,69.380997
2019-04-22,69.388,69.914497,69.360001,69.360001,69.360001
2019-04-23,69.690002,69.834,69.429001,70.0625,70.0625
2019-04-24,69.760498,69.988998,69.662003,69.758003,69.758003
2019-04-25,69.953003,70.477501,69.916,70.095802,70.095802
2019-04-26,70.1605,70.540001,69.764297,70.160004,70.160004
2019-04-29,69.843002,70.050003,69.765503,69.842003,69.842003
2019-04-30,69.855003,69.920998,69.529999,69.811798,69.811798
2019-05-01,69.637497,69.928497,69.438004,69.556,69.556
2019-05-02,69.637497,69.649002,69.289001,69.632896,69.632896
2019-05-03,69.424301,69.769997,69.0625,69.4244,69.4244
2019-05-06,69.087997,69.467003,69.087997,69.167999,69.167999
2019-05-07,69.403,69.660004,69.262001,69.400299,69.400299
2019-05-08,69.602997,69.910004,69.439003,69.910004,69.910004
2019-05-09,69.726997,70.285004,69.683998,70.010002,70.010002
2019-05-10,70.193001,70.410004,69.753998,70.410004,70.410004
2019-05-13,70.008003,70.636497,69.921501,69.922501,69.922501
2019-05-14,70.616997,70.959999,70.240997,70.616997,70.616997
2019-05-15,70.306999,70.419502,70.166,70.306999,70.306999
2019-05-16,70.2136,70.327499,69.915001,70.209198,70.209198
2019-05-17,70.227097,70.303001,70.074997,70.235001,70.235001
2019-05-20,70.273003,70.281502,69.260002,70.281502,70.281502
2019-05-21,69.601997,70.127502,69.599297,70.127502,70.127502
2019-05-22,null,null,null,null,null
2019-05-23,69.642998,70.190002,69.344398,69.972504,69.972504
2019-05-24,69.657997,69.945,69.357498,69.945,69.945
2019-05-27,69.373001,69.6119,69.309998,69.360001,69.360001
2019-05-28,69.492996,69.728996,69.464996,69.720001,69.720001
2019-05-29,69.875,69.998001,69.570999,69.875,69.875
2019-05-30,69.815201,70.059998,69.605499,69.815002,69.815002
2019-05-31,69.804001,69.980003,69.5858,69.980003,69.980003
2019-06-03,69.570503,69.570503,69.124001,69.569603,69.569603
2019-06-04,69.161598,69.378998,69.014,69.161903,69.161903
2019-06-05,69.283997,69.559998,69.167999,69.559998,69.559998
2019-06-06,69.390198,69.625,68.905998,69.625,69.625
2019-06-07,69.360001,69.556999,68.973999,69.360001,69.360001
2019-06-10,69.348,69.648003,69.120003,69.345001,69.345001
2019-06-11,69.509003,69.739998,69.348,69.523499,69.523499
2019-06-12,69.389,69.650002,69.252998,69.386497,69.386497
2019-06-13,69.699997,69.699997,69.306999,69.699997,69.699997
2019-06-14,69.557999,69.842003,69.503998,69.800003,69.800003
2019-06-17,69.825996,70.044998,69.749001,69.7705,69.7705
2019-06-18,69.817001,70.112503,69.446999,70.112503,70.112503
2019-06-19,69.600502,69.806,69.478996,69.764999,69.764999
2019-06-20,69.640503,69.870003,69.331001,69.870003,69.870003
2019-06-21,69.510002,69.779999,69.502998,69.779999,69.779999
2019-06-24,69.608002,69.667503,69.291,69.569901,69.569901
2019-06-25,69.259003,69.602501,69.219002,69.602501,69.602501
2019-06-26,69.637497,69.769997,69.098999,69.637497,69.637497
2019-06-27,69.602501,69.615501,68.999001,69.602501,69.602501
2019-06-28,69.324997,69.324997,68.869003,69.324997,69.324997
2019-07-01,68.940498,69.074997,68.820999,68.940498,68.940498
2019-07-02,68.877998,69.167503,68.863998,69.167503,69.167503
2019-07-03,68.883003,69.082497,68.779503,69.082497,69.082497
2019-07-04,68.786003,69.0075,68.482002,69.0075,69.0075
2019-07-05,68.739998,68.769997,68.389,68.739998,68.739998
2019-07-08,68.443001,68.839996,68.440002,68.440002,68.440002
2019-07-09,68.558998,68.849998,68.507004,68.849998,68.849998
2019-07-10,68.555496,68.764999,68.292503,68.764999,68.764999
2019-07-11,68.508102,68.529999,68.202301,68.367599,68.367599
2019-07-12,68.443001,68.682999,68.356499,68.669998,68.669998
2019-07-15,68.550499,68.591003,68.301498,68.550301,68.550301
2019-07-16,68.532997,68.75,68.505997,68.747498,68.747498
2019-07-17,68.681297,68.894997,68.603996,68.894997,68.894997
2019-07-18,68.785896,69.012497,68.700302,68.786003,68.786003
2019-07-19,68.785301,68.934502,68.601501,68.849998,68.849998
2019-07-22,68.852997,69.205002,68.830002,68.830002,68.830002
2019-07-23,69.160004,69.192497,68.900002,69.160004,69.160004
2019-07-24,69.019997,69.349998,68.9226,69.019997,69.019997
2019-07-25,68.981102,69.184998,68.882797,69.184998,69.184998
2019-07-26,69.153,69.357498,68.816002,69.150497,69.150497
2019-07-29,68.870499,68.957001,68.709999,68.870003,68.870003
2019-07-30,68.748001,68.949997,68.660004,68.949997,68.949997
2019-07-31,69.077499,69.077499,68.755997,69.077499,69.077499
2019-08-01,68.999901,69.404999,68.866997,69.404999,69.404999
2019-08-02,69.296997,69.800003,69.0075,69.297203,69.297203
2019-08-05,69.693001,71.186996,69.657898,69.656898,69.656898
2019-08-06,71.519997,71.519997,70.495003,71.519997,71.519997
2019-08-07,71.032997,71.404503,70.592499,71.230003,71.230003
2019-08-08,71.165199,71.205002,70.396004,71.1651,71.1651
2019-08-09,70.487,71.061501,70.447998,70.470901,70.470901
2019-08-12,70.917,71.362503,70.910004,71.035004,71.035004
2019-08-13,71.276001,71.580002,70.739998,71.580002,71.580002
2019-08-14,71.110298,71.5625,70.809998,71.080002,71.080002
2019-08-15,71.267998,71.900002,71.267998,71.635201,71.635201
2019-08-16,71.803001,71.803001,71.008003,71.720001,71.720001
2019-08-19,71.148003,71.579498,71.035004,71.132004,71.132004
2019-08-20,71.444,71.995003,71.441002,71.995003,71.995003
2019-08-21,71.542,71.809998,71.334,71.809998,71.809998
2019-08-22,71.429497,72.019997,71.392998,71.437798,71.437798
2019-08-23,72.264999,72.264999,71.406502,71.920403,71.920403
2019-08-26,71.504997,72.334999,71.502502,71.502502,71.502502
2019-08-27,72.0103,72.160004,71.370003,72.160004,72.160004
2019-08-28,71.535301,71.894997,71.455002,71.535004,71.535004
2019-08-29,71.819298,72.093498,71.620003,72.084999,72.084999
2019-08-30,71.680298,71.977501,71.376999,71.680199,71.680199
2019-09-02,71.445999,72.007797,71.445999,71.729897,71.729897
2019-09-03,71.959503,72.620003,71.730003,71.962097,71.962097
2019-09-04,72.1605,72.459999,71.887001,72.459999,72.459999
2019-09-05,71.958,72.269997,71.771004,71.955704,71.955704
2019-09-06,71.923302,72.220001,71.475998,72.220001,72.220001
2019-09-09,71.638,71.714996,71.487801,71.669998,71.669998
2019-09-10,72.092499,72.110001,71.734001,72.092499,72.092499
2019-09-11,null,null,null,null,null
2019-09-12,null,null,null,null,null
2019-09-13,null,null,null,null,null
2019-09-16,null,null,null,null,null
2019-09-17,null,null,null,null,null
2019-09-18,null,null,null,null,null
2019-09-19,null,null,null,null,null
2019-09-20,null,null,null,null,null
2019-09-23,null,null,null,null,null
2019-09-24,null,null,null,null,null
2019-09-25,null,null,null,null,null
2019-09-26,null,null,null,null,null
2019-09-27,null,null,null,null,null
2019-09-30,null,null,null,null,null
2019-10-01,null,null,null,null,null
2019-10-02,null,null,null,null,null
2019-10-03,null,null,null,null,null
2019-10-04,null,null,null,null,null
2019-10-07,null,null,null,null,null
2019-10-08,70.968002,71.360001,70.828003,71.360001,71.360001
2019-10-09,null,null,null,null,null
2019-10-10,71.112999,71.410004,70.882004,71.410004,71.410004
2019-10-11,71.199997,71.199997,70.759003,70.980003,70.980003
2019-10-14,70.917,71.249496,70.731499,70.914001,70.914001
2019-10-15,71.228996,71.583,71.124001,71.452499,71.452499
2019-10-16,71.760002,71.760002,71.364502,71.760002,71.760002
2019-10-17,71.354401,71.620003,71.07,71.620003,71.620003
2019-10-18,71.123001,71.422501,70.966003,71.422501,71.422501
2019-10-21,71.083,71.346001,70.745499,71.029999,71.029999
2019-10-22,71.105003,71.105003,70.7575,71.105003,71.105003
2019-10-23,71.074997,71.175003,70.708,71.074997,71.074997
2019-10-24,70.932503,71.072998,70.699501,70.714996,70.714996
2019-10-25,70.958,71.190002,70.751503,71.190002,71.190002
2019-10-28,70.830002,70.877502,70.6726,70.830002,70.830002
2019-10-29,70.7351,70.898003,70.68,70.735001,70.735001
2019-10-30,70.8843,71.050003,70.728996,70.884598,70.884598
2019-10-31,70.989998,71.139,70.676498,70.989998,70.989998
2019-11-01,71.272499,71.272499,70.538002,70.970001,70.970001
2019-11-04,70.5121,70.815002,70.471497,70.5121,70.5121
2019-11-05,71,71,70.614304,71,71
2019-11-06,70.894997,71.097,70.649002,70.894997,70.894997
2019-11-07,71.2575,71.2575,70.874802,71,71
2019-11-08,71.307999,71.470001,71.268501,71.376503,71.376503
2019-11-11,71.349998,71.613998,71.233002,71.376503,71.376503
2019-11-12,71.747498,71.778999,71.494301,71.573997,71.573997
2019-11-13,71.780098,72.191498,71.637001,71.779999,71.779999
2019-11-14,72.141602,72.360001,71.827003,72.141502,72.141502
2019-11-15,71.955597,72.172501,71.586502,71.955803,71.955803
2019-11-18,71.625,71.939003,71.572998,71.705803,71.705803
2019-11-19,71.934998,72.169998,71.617302,71.935097,71.935097
2019-11-20,72.07,72.07,71.653999,71.850998,71.850998
2019-11-21,71.980003,71.980003,71.693802,71.768204,71.768204
2019-11-22,71.740097,71.942497,71.639,71.740501,71.740501
2019-11-25,71.7826,71.864998,71.611504,71.7826,71.7826
2019-11-26,71.679398,71.809998,71.421997,71.679497,71.679497
2019-11-27,71.429497,71.580002,71.219803,71.428398,71.428398
2019-11-28,71.227798,71.75,71.227699,71.228104,71.228104
2019-11-29,71.547401,71.875504,71.498001,71.547401,71.547401
2019-12-02,71.738998,71.808998,71.573997,71.723,71.723
2019-12-03,71.625099,71.808998,71.499001,71.625,71.625
2019-12-04,71.730698,71.959999,71.469002,71.959999,71.959999
2019-12-05,71.480003,71.639999,71.1791,71.480103,71.480103
2019-12-06,71.229897,71.431999,71.195,71.385002,71.385002
2019-12-09,71.272903,71.275002,71.008499,71.286797,71.286797
2019-12-10,70.960098,71.150002,70.780998,70.960197,70.960197
2019-12-11,70.822304,71.010002,70.653,71.010002,71.010002
2019-12-12,70.729202,70.93,70.516998,70.729301,70.729301
2019-12-13,70.709999,70.853996,70.471001,70.559898,70.559898
2019-12-16,70.679497,71.028,70.666496,70.689003,70.689003
2019-12-17,70.920502,71.091003,70.848,70.920502,70.920502
2019-12-18,71.025597,71.264503,70.871002,71.214996,71.214996
2019-12-19,70.989998,71.364998,70.872002,70.989899,70.989899
2019-12-20,71.222702,71.425003,71.033997,71.222702,71.222702
2019-12-23,71.050003,71.290497,71.033997,71.024002,71.024002
2019-12-24,71.209999,71.410004,71.142303,71.210701,71.210701
2019-12-25,71.459999,71.459999,71.1875,71.459999,71.459999
2019-12-26,71.335999,71.540001,71.2005,71.540001,71.540001
2019-12-27,71.459999,71.561996,71.190002,71.300301,71.300301
2019-12-30,71.410004,71.5,71.252998,71.313004,71.313004
2019-12-31,71.310997,71.537498,71.134804,71.310997,71.310997
2020-01-01,71.275803,71.43,71.029999,71.275803,71.275803
2020-01-02,71.025002,71.405502,71.025002,71.025002,71.025002
2020-01-03,71.415001,71.995003,71.229797,71.415001,71.415001
2020-01-06,71.720001,72.190002,71.703003,71.731003,71.731003
2020-01-07,72.019997,72.0326,71.668999,71.787003,71.787003
2020-01-08,72.160004,72.5,71.344498,72.160004,72.160004
2020-01-09,71.629997,71.629997,71.101997,71.411903,71.411903
2020-01-10,71.392502,71.392502,70.829002,71.194298,71.194298
2020-01-13,70.953003,70.989998,70.648003,70.953003,70.953003
2020-01-14,70.718903,70.952499,70.606499,70.718903,70.718903
2020-01-15,71.105003,71.105003,70.660004,70.8451,70.8451
2020-01-16,70.932503,71.099998,70.661499,70.718002,70.718002
2020-01-17,71.162498,71.162498,70.835999,70.945602,70.945602
2020-01-20,71.033699,71.25,70.720001,71.034698,71.034698
2020-01-21,71.2425,71.370003,71.029999,71.030998,71.030998
2020-01-22,71.204002,71.415001,71.066498,71.169998,71.169998
2020-01-23,71.07,71.452499,71.07,71.078102,71.078102
2020-01-24,71.322197,71.510002,71.208504,71.320999,71.320999
2020-01-27,71.32,71.635002,71.32,71.324997,71.324997
2020-01-28,71.654999,71.654999,71.178001,71.440002,71.440002
2020-01-29,71.230103,71.425003,71.168503,71.2304,71.2304
2020-01-30,71.300003,71.711998,71.300003,71.300003,71.300003
2020-01-31,71.639999,71.639999,71.277496,71.639999,71.639999
2020-02-03,71.544998,71.699997,71.265503,71.496498,71.496498
2020-02-04,71.314102,71.514999,71.084999,71.314102,71.314102
2020-02-05,71.100403,71.279999,71.099899,71.099998,71.099998
2020-02-06,71.181,71.397499,71.121002,71.18,71.18
2020-02-07,71.470001,71.570999,71.177498,71.470001,71.470001
2020-02-10,71.504997,71.508003,71.259003,71.515503,71.515503
2020-02-11,71.470001,71.470001,71.171501,71.279999,71.279999
2020-02-12,71.275497,71.474998,71.064003,71.275299,71.275299
2020-02-13,71.296501,71.491898,71.235802,71.296204,71.296204
2020-02-14,71.268501,71.596001,71.256401,71.268501,71.268501
2020-02-17,71.5177,71.5177,71.268997,71.514801,71.514801
2020-02-18,71.349297,71.613503,71.330002,71.349197,71.349197
2020-02-19,71.790001,71.815002,71.420998,71.574997,71.574997
2020-02-20,71.632896,71.919502,71.547401,71.827499,71.827499
2020-02-21,72.110001,72.110001,71.669998,72.110001,72.110001
2020-02-24,71.870003,72.355003,71.766998,71.886803,71.886803
2020-02-25,72.0467,72.294998,71.593002,72.0467,72.0467
2020-02-26,71.870003,72.137497,71.525597,71.870003,71.870003
2020-02-27,71.663399,71.952499,71.535004,71.663399,71.663399
2020-02-28,71.93,72.815002,71.627502,71.93,71.93
2020-03-02,72.528999,73.387497,71.952499,72.150002,72.150002
2020-03-03,72.4235,73.599998,72.342499,72.824997,72.824997
2020-03-04,73.342003,74.037498,72.894997,73.342003,73.342003
2020-03-05,74.042503,74.080002,73.050003,74.042503,74.042503
2020-03-06,73.855103,74.440002,73.496498,73.855103,73.855103
2020-03-09,73.9953,75.0625,73.862503,73.9953,73.9953
2020-03-10,75.144997,75.144997,73.735497,74.405998,74.405998
2020-03-11,74.205002,74.404999,73.404503,74.205002,74.205002
2020-03-12,74.760002,75.379997,73.994499,74.760002,74.760002
2020-03-13,74.436096,75.434998,73.699501,75.300003,75.300003
2020-03-16,73.830002,75.122498,73.7575,73.903999,73.903999
2020-03-17,75.154999,75.154999,73.580002,75.154999,75.154999
2020-03-18,74.012398,74.989502,73.705002,74.012398,74.012398
2020-03-19,74.982002,75.571999,74.411003,74.982002,74.982002
2020-03-20,76.120003,76.230003,74.154999,75.159698,75.159698
2020-03-23,75.388496,77.754997,75.275002,75.622101,75.622101
2020-03-24,76.505997,77.75,75.012497,76.505997,76.505997
2020-03-25,77.260002,77.474998,75.849998,77.260002,77.260002
2020-03-26,77.095001,77.095001,74.769501,75.845497,75.845497
2020-03-27,74.725601,76.25,73.989998,74.725601,74.725601
2020-03-30,75.464996,76.379997,74.989998,75.464996,75.464996
2020-03-31,75.400101,76.482498,75.134499,75.400002,75.400002
2020-04-01,76.110001,77.377602,75.324997,75.324997,75.324997
2020-04-02,76.585503,77.57,76.010002,77.57,77.57
2020-04-03,77.139999,77.504997,75.75,77.139999,77.139999
2020-04-06,76.230003,77.379997,75.904503,76.230003,76.230003
2020-04-07,75.964897,77.114998,75.251999,75.964897,75.964897
2020-04-08,76.660004,77.199997,75.572502,76.660004,76.660004
2020-04-09,75.959,77.199997,75.747498,75.959,75.959
2020-04-10,76.650002,76.68,75.807503,76.650002,76.650002
2020-04-13,76.166496,76.952499,75.9925,76.166496,76.166496
2020-04-14,76.910004,76.962502,75.939499,76.910004,76.910004
2020-04-15,75.931,76.709503,75.921303,75.931,75.931
2020-04-16,76.500099,77.510002,76.472,77.212502,77.212502
2020-04-17,76.858902,77.57,76.247002,77.57,77.57
2020-04-20,76.559998,77.315002,76.311302,76.559998,76.559998
2020-04-21,76.5924,77.614998,76.4963,77.209999,77.209999
2020-04-22,77.684998,77.684998,76.384499,76.969398,76.969398
2020-04-23,76.995003,76.995003,75.672501,76.400002,76.400002
2020-04-24,76.422501,76.800003,75.839996,76.422501,76.422501
2020-04-27,76.2715,76.785004,75.887497,76.2715,76.2715
2020-04-28,76.654999,76.654999,75.790398,76.186302,76.186302
2020-04-29,76.464996,76.464996,75.412003,76.464996,76.464996
2020-04-30,75.610001,75.75,74.805,75.258499,75.258499
2020-05-01,75.720001,76.144997,75.072998,75.720001,75.720001
2020-05-04,75.591003,75.805,75.352501,75.600502,75.600502
2020-05-05,75.629997,76.115799,75.379997,75.849998,75.849998
2020-05-06,76.169998,76.169998,75.590302,76.169998,76.169998
2020-05-07,76.550003,76.550003,75.709503,76.151299,76.151299
2020-05-08,76.080002,76.080002,75.260002,76.080002,76.080002
2020-05-11,75.525002,76.260002,75.039497,75.525002,75.525002
2020-05-12,75.927597,76.309998,75.041298,76.309998,76.309998
2020-05-13,75.3685,75.68,75.043999,75.68,75.68
2020-05-14,75.4272,75.730003,75.341003,75.426201,75.426201
2020-05-15,75.485001,76.185501,75.319298,75.485001,75.485001
2020-05-18,75.82,76.092003,75.612396,75.82,75.82
2020-05-19,75.599998,76.040001,75.527496,75.600098,75.600098
2020-05-20,75.699997,76,75.462997,76,76
2020-05-21,75.779999,75.919998,75.416,75.779999,75.779999
2020-05-22,75.625,76.209503,75.610001,75.625,75.625
2020-05-25,75.985001,76.129501,75.7575,75.985001,75.985001
2020-05-26,75.873596,76.110001,75.404999,76.110001,76.110001
2020-05-27,75.489502,76,75.381302,75.82,75.82
2020-05-28,75.885696,76.129997,75.634499,76.129997,76.129997
2020-05-29,75.959999,75.959999,75.4263,75.959999,75.959999
2020-06-01,75.513199,75.769997,75.235497,75.513199,75.513199
2020-06-02,75.730003,75.730003,74.982803,75.730003,75.730003
2020-06-03,75.275002,75.684998,74.914398,75.065804,75.065804
2020-06-04,75.327698,75.635002,75.281898,75.544998,75.544998
2020-06-05,75.4832,75.792503,75.309402,75.490898,75.490898
2020-06-08,75.5177,75.739998,75.388802,75.5177,75.5177
2020-06-09,75.399803,75.691002,75.391899,75.625,75.625
2020-06-10,75.509697,75.7799,75.3769,75.509804,75.509804
2020-06-11,75.875,76.196999,75.5,75.875,75.875
2020-06-12,76.389999,76.389999,75.767502,76.389999,76.389999
2020-06-15,75.956902,76.220001,75.894997,75.956802,75.956802
2020-06-16,76.097504,76.283798,75.745003,75.977997,75.977997
2020-06-17,76.403702,76.654999,76.094498,76.654999,76.654999
2020-06-18,76.289803,76.550003,76.001503,76.550003,76.550003
2020-06-19,76.483101,76.635002,76.105499,76.400398,76.400398
2020-06-22,76.257301,76.453499,75.738503,76.252098,76.252098
2020-06-23,76,76.119797,75.472,75.789803,75.789803
2020-06-24,75.839996,75.839996,75.466003,75.607803,75.607803
2020-06-25,75.970001,75.970001,75.519798,75.970001,75.970001
2020-06-26,75.542,75.745003,75.430496,75.539803,75.539803
2020-06-29,75.619797,75.6418,75.4319,75.619797,75.619797
2020-06-30,75.518799,75.699997,75.388496,75.699997,75.699997
2020-07-01,75.556999,75.75,75.474998,75.75,75.75
2020-07-02,75.677498,75.677498,74.607498,75.454903,75.454903
2020-07-03,74.875,74.989998,74.544502,74.721001,74.721001
2020-07-06,74.679298,74.807999,74.430298,74.679298,74.679298
2020-07-07,74.607498,74.962997,74.540298,74.607597,74.607597
2020-07-08,75.125,75.125,74.8125,75.125,75.125
2020-07-09,74.920998,75.1567,74.847801,74.939903,74.939903
2020-07-10,75.339996,75.355003,75.056702,75.339996,75.339996
2020-07-13,75.194298,75.434998,75.070503,75.158501,75.158501
2020-07-14,75.449997,75.510498,75.2118,75.449997,75.449997
2020-07-15,75.574997,75.574997,75.043297,75.574997,75.574997
2020-07-16,75.124901,75.349998,75.085999,75.124901,75.124901
2020-07-17,75.419998,75.419998,74.916,75.1745,75.1745
2020-07-20,74.8974,75.150002,74.747002,74.897301,74.897301
2020-07-21,74.989998,74.994003,74.507401,74.989998,74.989998
2020-07-22,74.769997,74.833099,74.4646,74.769997,74.769997
2020-07-23,74.82,74.925598,74.572304,74.82,74.82
2020-07-24,75.044998,75.099998,74.6847,74.807297,74.807297
2020-07-27,74.725601,74.983498,74.513496,74.759804,74.759804
2020-07-28,75,75,74.648499,75,75
2020-07-29,75.089996,75.089996,74.683998,75.089996,75.089996
2020-07-30,74.8312,75.019997,74.750504,74.8312,74.8312
2020-07-31,74.783798,74.989998,74.613503,74.989998,74.989998
2020-08-03,74.9179,75.298401,74.835999,74.917801,74.917801
2020-08-04,75.330002,75.364998,74.973,75.330002,75.330002
2020-08-05,75.25,75.25,74.771301,75.25,75.25
2020-08-06,75.099998,75.099998,74.768997,74.882202,74.882202
2020-08-07,74.899803,75.1092,74.875999,74.899803,74.899803
2020-08-10,75.026901,75.246002,74.856003,75.024803,75.024803
2020-08-11,75.099998,75.099998,74.515999,75.099998,75.099998
2020-08-12,74.900002,74.924004,74.619797,74.900002,74.900002
2020-08-13,74.997498,74.997498,74.744003,74.772102,74.772102
2020-08-14,75.029999,75.029999,74.7285,75.029999,75.029999
2020-08-17,74.902802,75.080002,74.662399,74.902802,74.902802
2020-08-18,75,75,74.570297,75,75
2020-08-19,74.794998,75.057503,74.575302,74.794998,74.794998
2020-08-20,75.18,75.199997,74.847198,74.966797,74.966797
2020-08-21,75.190002,75.190002,74.822998,74.999901,74.999901
2020-08-24,74.921799,74.921799,73.925301,74.921799,74.921799
2020-08-25,74.400002,74.639297,74.046997,74.400002,74.400002
2020-08-26,74.452499,74.452499,74.185997,74.452499,74.452499
2020-08-27,74.459999,74.459999,73.763901,74.240097,74.240097
2020-08-28,73.970001,73.970001,73.095802,73.774498,73.774498
2020-08-31,73.128403,73.885002,73.0345,73.128304,73.128304
2020-09-01,73.669998,73.669998,72.718498,73.669998,73.669998
2020-09-02,73.269997,73.370003,72.889297,73.269997,73.269997
2020-09-03,73.459999,73.711304,72.893501,73.248497,73.248497
2020-09-04,73.667503,73.669998,73.010803,73.447899,73.447899
2020-09-07,73.290298,73.506798,73.018997,73.290298,73.290298
2020-09-08,73.650002,73.957802,73.392998,73.650002,73.650002
2020-09-09,73.786797,74.050003,73.082497,73.786797,73.786797
2020-09-10,73.550003,73.550003,73.012001,73.550003,73.550003
2020-09-11,73.75,73.75,73.363998,73.527298,73.527298
2020-09-14,73.478699,73.7024,73.244003,73.4786,73.4786
2020-09-15,73.384003,73.723,73.288498,73.614998,73.614998
2020-09-16,73.6101,73.800003,73.463799,73.800003,73.800003
2020-09-17,73.764999,73.788101,73.398003,73.550697,73.550697
2020-09-18,73.779999,73.779999,73.172997,73.583603,73.583603
2020-09-21,73.534798,73.649597,73.278,73.534798,73.534798
2020-09-22,73.579803,73.650002,73.388,73.579803,73.579803
2020-09-23,73.502899,73.800003,73.438004,73.502998,73.502998
2020-09-24,74.010002,74.222,73.563004,73.778397,73.778397
