Date,Open,High,Low,Close,Volume
2019-07-30,65.660004,65.660004,65.089996,65.330002,2776500
2019-07-31,65.449997,66.080002,64.239998,65.139999,5583000
2019-08-01,66.959999,67.879997,65.029999,66.410004,6183300
2019-08-02,65.339996,65.480003,62.810001,63.490002,5801800
2019-08-05,62.700001,63.240002,61.799999,62.040001,4304100
2019-08-06,62.189999,62.75,61.459999,62.580002,3715400
2019-08-07,61.68,62.450001,61.150002,62.209999,3068200
2019-08-08,62.73,63.98,62.220001,63.959999,2938900
2019-08-09,63.439999,63.470001,61.900002,62.459999,3640800
2019-08-12,62.279999,62.279999,61.07,61.169998,2719100
2019-08-13,61.169998,62.009998,60.73,61.740002,4064700
2019-08-14,60.880001,60.990002,59.939999,60.650002,4152500
2019-08-15,60.75,61.130001,60.099998,60.580002,3446900
2019-08-16,61.189999,61.459999,60.759998,61.220001,2222900
2019-08-19,61.939999,62.52,61.57,61.860001,2585300
2019-08-20,61.77,62.080002,61.360001,61.580002,1976900
2019-08-21,62.099998,62.209999,61.66,61.939999,2358600
2019-08-22,62.029999,62.27,61.099998,61.200001,3287500
2019-08-23,61.049999,61.93,59.799999,60,2946100
2019-08-26,60.610001,60.630001,59.59,59.869999,2693100
2019-08-27,60.209999,60.27,59.439999,59.700001,2638800
2019-08-28,59.799999,60.310001,59.200001,60.240002,3178300
2019-08-29,60.830002,61.459999,60.75,61.380001,2667900
2019-08-30,61.830002,61.830002,61.09,61.389999,2535600
2019-09-03,60.950001,61.619999,60.84,61.48,3168000
2019-09-04,62.18,62.549999,62.040001,62.41,2231600
2019-09-05,63.16,64.309998,63.16,64.260002,3167900
2019-09-06,64.269997,65,64.089996,64.449997,2927800
2019-09-09,64.529999,64.639999,63.860001,64.18,2031000
2019-09-10,63.939999,64.769997,63.27,64.739998,2368600
2019-09-11,64.919998,65.440002,64.410004,65.360001,3186500
2019-09-12,65.610001,65.620003,64.360001,64.839996,2580500
2019-09-13,65.019997,65.199997,64.190002,64.330002,3071400
2019-09-16,64,64.540001,63.869999,63.990002,2722500
2019-09-17,64.059998,64.059998,63.209999,64,2127200
2019-09-18,63.700001,63.830002,62.700001,63.509998,2861500
2019-09-19,63.32,64.080002,63.080002,63.470001,2809500
2019-09-20,63.110001,63.330002,61.459999,61.799999,7779700
2019-09-23,61.700001,61.720001,60.799999,60.830002,3586400
2019-09-24,61.029999,61.490002,59.490002,59.919998,4996100
2019-09-25,59.970001,60.48,59.419998,60.189999,3874000
2019-09-26,60,60.189999,59.029999,59.66,2521500
2019-09-27,60.02,60.119999,58.66,58.75,2654700
2019-09-30,59.049999,60.41,58.869999,60.27,4399500
2019-10-01,60.400002,61.790001,60.400002,60.619999,3232900
2019-10-02,60.029999,60.610001,59.5,59.939999,3756000
2019-10-03,59.990002,60.32,59.630001,60.18,2559100
2019-10-04,60.369999,60.849998,60.259998,60.509998,2359600
2019-10-07,60.279999,60.599998,60.080002,60.279999,2094400
2019-10-08,59.709999,59.880001,58.889999,58.900002,3779300
2019-10-09,59.740002,59.75,59.139999,59.439999,1939400
2019-10-10,59.049999,60.310001,58.970001,59.799999,2340400
2019-10-11,60.450001,61.43,60.310001,60.610001,2587100
2019-10-14,60.599998,60.700001,60.02,60.380001,1752900
2019-10-15,60.400002,61.68,60.369999,61.34,2249100
2019-10-16,61.400002,61.98,61.220001,61.389999,2668300
2019-10-17,61.52,61.77,60.970001,61.380001,2627200
2019-10-18,61.43,61.43,60.599998,60.639999,3257000
2019-10-21,61.32,61.59,60.299999,60.779999,3157600
2019-10-22,60.93,61.23,59.700001,59.900002,2644200
2019-10-23,59.970001,60.369999,59.59,60.349998,2787600
2019-10-24,60.860001,61,60.18,60.509998,1925800
2019-10-25,60.509998,60.900002,60.27,60.459999,2993200
2019-10-28,60.439999,60.889999,60.200001,60.669998,2728600
2019-10-29,60.709999,61.110001,60.369999,60.450001,3459000
2019-10-30,60.799999,60.869999,59.75,59.889999,3412000
2019-10-31,60,62.200001,59.889999,60.939999,5746200
2019-11-01,61.389999,61.669998,60.869999,61.23,3502400
2019-11-04,61.470001,62.150002,61.349998,62.07,3711500
2019-11-05,62.169998,62.200001,61.360001,61.919998,2340500
2019-11-06,62,62.43,61.889999,62.259998,2248200
2019-11-07,62.740002,63.57,62.57,63.029999,2663600
2019-11-08,62.889999,62.98,62.380001,62.860001,1858100
2019-11-11,62.68,62.900002,62.48,62.639999,1534300
2019-11-12,62.799999,62.959999,62.5,62.84,2726100
2019-11-13,62.580002,62.950001,62.380001,62.509998,1734500
2019-11-14,62.290001,63.139999,62.02,63.110001,2600900
2019-11-15,63.400002,63.400002,62.68,63.380001,2553600
2019-11-18,62.970001,63.66,62.970001,63.630001,2812800
2019-11-19,63.880001,63.959999,63.490002,63.919998,2108800
2019-11-20,63.619999,63.799999,63.07,63.509998,2774500
2019-11-21,63.459999,63.580002,63.09,63.400002,2296100
2019-11-22,61.990002,63.23,61.950001,63.189999,3049500
2019-11-25,63.330002,63.59,63.220001,63.360001,2256500
2019-11-26,63.310001,63.84,63.099998,63.73,3332200
2019-11-27,63.950001,64.18,63.439999,64.150002,1483000
2019-11-29,63.919998,64.370003,63.900002,64.110001,1356200
2019-12-02,64.089996,64.160004,63.419998,63.540001,2387200
2019-12-03,63.09,63.139999,62.310001,62.75,2495400
2019-12-04,62.93,63.02,62.369999,62.400002,2035800
2019-12-05,62.57,62.59,62.060001,62.209999,2887300
2019-12-06,62.459999,62.849998,62.259998,62.66,2555600
2019-12-09,62.57,62.709999,61.740002,61.880001,2893200
2019-12-10,61.790001,61.900002,61.02,61.099998,2284900
2019-12-11,61.119999,61.209999,60.459999,60.68,2472600
2019-12-12,60.529999,61.93,60.43,61.77,2340400
2019-12-13,61.669998,62.099998,61.080002,61.639999,2162000
2019-12-16,62.119999,62.52,61.450001,61.66,2732300
2019-12-17,61.849998,62.09,61.509998,61.759998,2424200
2019-12-18,61.689999,62.48,61.5,62.32,4410300
2019-12-19,62.299999,63.080002,62.16,62.709999,3928800
2019-12-20,62.970001,63.27,62.009998,63.220001,4831700
2019-12-23,63.150002,63.34,62.59,62.630001,2020300
2019-12-24,62.639999,62.66,62.150002,62.400002,622600
2019-12-26,62.369999,62.5,61.91,62.119999,1709400
2019-12-27,62.490002,62.84,62.009998,62.16,1507800
2019-12-30,62.150002,62.23,61.389999,61.650002,1607500
2019-12-31,61.540001,62.07,61.470001,62.02,2035800
2020-01-02,62.290001,62.459999,61.68,61.919998,2234500
2020-01-03,61.080002,61.540001,60.889999,61.360001,2535700
2020-01-06,61.040001,61.299999,60.349998,60.75,3017000
2020-01-07,60.669998,60.689999,59.98,60.32,2952900
2020-01-08,60.41,60.860001,60.220001,60.73,2912100
2020-01-09,61.5,61.990002,60.75,61.110001,4049000
2020-01-10,61.380001,61.380001,60.450001,60.639999,2538300
2020-01-13,60.490002,61.27,60.209999,61.16,2787200
2020-01-14,61.09,61.709999,60.970001,61.369999,3066800
2020-01-15,61.419998,62,61.419998,61.849998,2613400
2020-01-16,62.02,62.560001,61.860001,62.450001,3048700
2020-01-17,62.560001,62.93,62.32,62.77,4046000
2020-01-21,62.400002,62.73,61.939999,62.290001,3823600
2020-01-22,62.599998,62.919998,61.830002,62.189999,3534500
2020-01-23,62.02,62.580002,61.849998,62.549999,3048100
2020-01-24,62.779999,63.150002,61.990002,62.419998,2631200
2020-01-27,61.830002,62.09,61.290001,61.77,3309800
2020-01-28,61.959999,62.880001,61.57,62.599998,2683100
2020-01-29,62.84,63.380001,62.59,62.919998,3415800
2020-01-30,62.169998,62.52,61.299999,62.470001,2428900
2020-01-31,62.23,62.34,60.849998,61.380001,3340700
2020-02-03,61.849998,62.91,61.57,62.610001,3646700
2020-02-04,63.349998,63.900002,63,63.43,2793100
2020-02-05,64.589996,65.169998,64.230003,64.970001,3815400
2020-02-06,67.050003,71.480003,66.970001,71.419998,7789900
2020-02-07,70.580002,70.989998,68.550003,69.589996,7927100
2020-02-10,68.889999,69.470001,68.589996,69.379997,3077000
2020-02-11,69.459999,69.459999,68.760002,69.199997,3036000
2020-02-12,69.529999,69.669998,69.050003,69.43,2629700
2020-02-13,69.260002,69.699997,68.959999,69.610001,2827000
2020-02-14,69.269997,69.410004,67.800003,68.419998,4148300
2020-02-18,68.339996,69.220001,68.040001,68.830002,3218200
2020-02-19,68.370003,69.239998,67.910004,68.879997,3612800
2020-02-20,68.559998,69.739998,68.18,69.559998,3641300
2020-02-21,69.129997,70.290001,68.800003,70.089996,4787100
2020-02-24,68.919998,69.879997,67.389999,67.419998,4557300
2020-02-25,67.559998,68,64.330002,64.480003,4976800
2020-02-26,65.110001,65.889999,63.259998,63.279999,5205300
2020-02-27,62.25,63.849998,61.299999,62.32,5326600
2020-02-28,60.59,61.650002,59.459999,60.93,7873500
2020-03-02,60.599998,61.349998,58.82,61.330002,5676800
2020-03-03,60.919998,62.880001,58.869999,59.610001,5117800
2020-03-04,60.759998,62.189999,59.349998,62.169998,3244200
2020-03-05,60.470001,61.259998,59.349998,59.93,3893000
2020-03-06,57.75,58.849998,57.009998,58.240002,5364400
2020-03-09,55.060001,55.970001,53.459999,53.959999,7526000
2020-03-10,55.59,56.220001,52.919998,55.779999,6703100
2020-03-11,54.139999,55.369999,52.419998,53.139999,6122600
2020-03-12,49.689999,52.23,47.75,48.98,7701700
2020-03-13,51.610001,52.700001,48.689999,52.619999,5853600
2020-03-16,46.73,47.720001,43.009998,43.580002,6489800
2020-03-17,44.540001,50.650002,43.669998,50.099998,6919500
2020-03-18,47.150002,49.93,45.790001,47.470001,7214400
2020-03-19,46.630001,47.77,44.23,46.490002,5650600
2020-03-20,46.32,48.459999,43.669998,44.099998,6541200
2020-03-23,44.27,44.740002,40.009998,41.610001,8152800
2020-03-24,43.68,46.5,43.080002,46.41,5853300
2020-03-25,46,49.360001,45.490002,47.689999,4921000
2020-03-26,48,50.450001,47.43,49.82,5291000
2020-03-27,47.619999,48.490002,46.279999,46.66,5159300
2020-03-30,47.400002,47.93,46.330002,47.380001,6230200
2020-03-31,47.02,48.459999,46.16,46.470001,5228500
2020-04-01,44.68,45.080002,42.139999,42.509998,5490300
2020-04-02,42.299999,45,42.200001,44.290001,3819700
2020-04-03,43.970001,44.720001,43.009998,43.400002,3225800
2020-04-06,45.810001,48.700001,45.389999,48.450001,5659100
2020-04-07,50,50.400002,47.610001,47.799999,4056100
2020-04-08,48.450001,51.790001,47.759998,51.389999,5382200
2020-04-09,51.919998,55.25,51.919998,54.279999,6208800
2020-04-13,53.509998,53.720001,52.049999,52.700001,3698900
2020-04-14,53.900002,54.150002,53.029999,54.07,5486600
2020-04-15,52.689999,52.790001,51.130001,51.939999,3385100
2020-04-16,52.060001,52.889999,50.540001,51.470001,3551100
2020-04-17,52.700001,53.91,52.59,53.810001,5052600
2020-04-20,52.360001,53.419998,51.139999,52.529999,4955500
2020-04-21,51.299999,52.509998,50.669998,50.990002,4115900
2020-04-22,52.040001,52.59,51.330002,52.259998,3591100
2020-04-23,52.41,53.720001,52.41,52.650002,2708900
2020-04-24,52.599998,54.119999,52.400002,53.810001,4056600
2020-04-27,54.389999,56.169998,54.360001,56.040001,4324900
2020-04-28,57.139999,58.02,56.48,56.529999,3728800
2020-04-29,58.130001,59.700001,57.779999,59.23,3707200
2020-04-30,58.41,58.77,57.299999,58.02,4274900
2020-05-01,56.889999,57.049999,56.110001,56.5,2956200
2020-05-04,55.77,56.580002,55.130001,56.389999,3566200
2020-05-05,56.799999,57.459999,56.360001,57.139999,3362600
2020-05-06,57.73,58.259998,56.66,57.59,3939000
2020-05-07,58.310001,59.23,58.310001,58.759998,3867600
2020-05-08,55,57.560001,54.240002,57.16,7785200
2020-05-11,56.32,56.360001,54.619999,55.549999,3687900
2020-05-12,55.25,55.740002,53.209999,53.209999,3603200
2020-05-13,52.639999,52.669998,48.98,49.48,5834000
2020-05-14,49.139999,50.779999,47.389999,50.740002,5218300
2020-05-15,49.860001,50.279999,48.98,50.18,4724900
2020-05-18,52.09,53.459999,51.91,53.139999,3686500
2020-05-19,52.509998,52.900002,51.32,51.48,3415300
2020-05-20,52.169998,53.59,52,52.560001,2866700
2020-05-21,52.439999,52.790001,51.709999,51.740002,2290600
2020-05-22,52.02,52.040001,50.93,51.450001,2718000
2020-05-26,53.07,53.900002,52.830002,53.259998,3632800
2020-05-27,54.310001,55.41,53.98,55.349998,3709500
2020-05-28,55.610001,55.889999,53.59,53.700001,3031100
2020-05-29,53.59,53.599998,52.23,53,6450300
2020-06-01,53,53.330002,52.48,52.849998,3202900
2020-06-02,53.57,53.57,52.889999,53.299999,3079400
2020-06-03,53.720001,55.439999,53.52,55.349998,4428800
2020-06-04,55.060001,55.740002,54.529999,55.599998,2349300
2020-06-05,56.959999,59.220001,56.549999,57.82,4945700
2020-06-08,58.09,58.919998,58.09,58.580002,2706200
2020-06-09,58,58,56.639999,57.189999,2364900
2020-06-10,57.860001,58.389999,56.68,57.529999,2811000
2020-06-11,56.080002,56.23,53.619999,53.66,3404300
2020-06-12,54.349998,55.470001,53.48,54.799999,2474300
2020-06-15,52.59,55.099998,52.5,54.669998,2724000
2020-06-16,56.200001,57.049999,54.830002,55.369999,2685600
2020-06-17,55.880001,56.049999,54.709999,55.490002,2234900
2020-06-18,54.66,55.200001,53.900002,54.889999,2570600
2020-06-19,56,56.009998,53.91,54.16,5381000
2020-06-22,53.919998,54.529999,53.16,53.849998,2388500
2020-06-23,54.509998,55.439999,54.02,55.200001,3103300
2020-06-24,54.759998,54.889999,53.77,53.799999,4597200
2020-06-25,54.029999,55.669998,53.990002,55.59,3854700
2020-06-26,55.369999,55.59,54.59,55.209999,3743900
2020-06-29,55.77,56.52,54.990002,56.490002,2907300
2020-06-30,56.59,57.549999,56.27,56.82,3845000
2020-07-01,57,57.43,55.950001,56.419998,2966500
2020-07-02,57.009998,57.68,56.009998,56.080002,3123100
2020-07-06,57,57.09,56.09,56.259998,2202900
2020-07-07,55.52,56.400002,55.360001,55.849998,2604600
2020-07-08,56.09,56.360001,55.220001,55.700001,1783300
2020-07-09,55.669998,55.700001,54.57,55.279999,3043000
2020-07-10,55.049999,55.880001,54.919998,55.779999,2037900
2020-07-13,56.439999,57.720001,56.16,56.459999,3415300
2020-07-14,56.02,56.549999,55.18,56.470001,2395200
2020-07-15,58,60.400002,58,59.669998,4574900
2020-07-16,60.900002,61.700001,60.5,61.049999,5220900
2020-07-17,61.369999,61.77,60.799999,61.43,3011500
2020-07-20,61.360001,62.009998,61.049999,61.709999,2135000
2020-07-21,62.25,62.91,61.400002,61.619999,2495300
2020-07-22,61.630001,62.41,61.279999,61.959999,3036900
2020-07-23,62.16,62.560001,61.790001,62.080002,2514900
2020-07-24,62.18,62.330002,61.459999,61.799999,2678000
2020-07-27,61.689999,63.669998,61.290001,63.43,2997400
2020-07-28,63.419998,63.84,62.580002,62.639999,3155000
2020-07-29,63.07,65.199997,62.68,64.790001,4818300
2020-07-30,68.919998,69.489998,67,69.18,6495000
2020-07-31,68.790001,69,66.989998,68.32,3646900
2020-08-03,66.849998,68.120003,66.669998,68.040001,3398200
2020-08-04,67.169998,67.989998,66.870003,67.919998,2962900
2020-08-05,68.139999,68.68,67.160004,67.43,2697300
2020-08-06,67.489998,67.730003,66.669998,67.580002,2307600
2020-08-07,67.199997,67.650002,66.690002,67.480003,2054500
2020-08-10,67.360001,67.480003,66.610001,67.110001,2338600
2020-08-11,67.290001,67.580002,66.269997,66.529999,2302500
2020-08-12,66.959999,67.620003,66.889999,66.980003,2699000
2020-08-13,66.32,67.300003,66.150002,66.900002,1531500
2020-08-14,66.489998,67.279999,66,66.93,1289300
2020-08-17,67.25,67.839996,66.949997,67.540001,1769200
2020-08-18,67.599998,67.879997,67,67.220001,1535400
2020-08-19,67.300003,67.669998,66.760002,66.889999,1935500
2020-08-20,66.120003,66.709999,66.019997,66.300003,1315300
2020-08-21,66.169998,66.209999,65.120003,65.720001,3580100
2020-08-24,65.709999,67.629997,65.540001,67.620003,2429900
2020-08-25,67.620003,67.650002,66.470001,66.940002,1864000
2020-08-26,67.080002,67.849998,66.580002,67.75,2071000
2020-08-27,68,68.300003,67.160004,67.410004,1589900
2020-08-28,67.379997,67.739998,67.010002,67.690002,1536900
2020-08-31,67.389999,67.540001,66.720001,66.860001,2653700
2020-09-01,66.260002,67.029999,65.879997,66.970001,1704600
2020-09-02,67.449997,68.989998,67.089996,68.82,2710900
2020-09-03,68.669998,68.889999,66.330002,67.120003,3366700
2020-09-04,67.400002,68.120003,65.839996,66.809998,2544900
2020-09-08,65.449997,66.669998,65.040001,65.599998,3102600
2020-09-09,66.040001,66.940002,65.290001,66.410004,2275400
2020-09-10,66.309998,67.669998,65.360001,65.559998,2679200
2020-09-11,67.769997,69.169998,67.059998,68.18,4935500
2020-09-14,68.360001,69.580002,68.349998,69.290001,3411900
2020-09-15,69.239998,70.989998,69.239998,70.129997,3436500
2020-09-16,70.900002,71.809998,70.050003,70.720001,3160300
2020-09-17,68.110001,70.860001,67.910004,70.120003,3819500
2020-09-18,70.080002,70.400002,67.970001,68.860001,5525500
2020-09-21,67.860001,68.169998,67.07,67.389999,3190000
2020-09-22,67.629997,68.5,66.709999,68.25,2838700
2020-09-23,68.459999,69.190002,66.809998,67.089996,3086100
2020-09-24,65.949997,67.599998,65.580002,66.900002,2855000
2020-09-25,66.870003,68.32,66.5,68.080002,2758100
2020-09-28,68.970001,69.650002,68.730003,69.32,3971000
2020-09-29,69.440002,70.080002,68.629997,69,2571100
2020-09-30,69.279999,70.110001,68.860001,69.419998,3912200
2020-10-01,70.220001,70.599998,68.970001,69.330002,3426400
2020-10-02,67.919998,69.349998,67.790001,68.860001,2460500
2020-10-05,69.620003,71.260002,69.5,70.93,4117400
2020-10-06,70.900002,71.599998,69.690002,69.830002,3111000
2020-10-07,70.730003,72.480003,70.599998,72.239998,3180300
2020-10-08,72.5,73.449997,72.230003,72.910004,2312700
2020-10-09,73.650002,74.059998,72.75,73.080002,3584300
2020-10-12,74.089996,74.919998,73.269997,74.629997,4748800
2020-10-13,74.989998,75.32,73.040001,73.220001,3322100
2020-10-14,73.220001,74.400002,73.099998,73.959999,3273400
2020-10-15,73.25,73.889999,72.760002,73.720001,2637200
2020-10-16,74.339996,74.629997,73.309998,73.360001,2533200
2020-10-19,73.190002,73.75,71.959999,72.199997,2791400
2020-10-20,73.050003,74.010002,72.300003,73.349998,2252400
2020-10-21,73.029999,74.040001,72.879997,72.889999,2915900
2020-10-22,72.730003,73.580002,72.230003,73.379997,2705400
2020-10-23,73.459999,74.32,73.089996,74.120003,2135600
2020-10-26,73.199997,73.449997,71.870003,72.709999,6195700
2020-10-27,72.830002,73.5,72.519997,73.389999,5498400
2020-10-28,72.360001,72.93,70.980003,71.099998,8444500
2020-10-29,74.830002,76.449997,70.809998,71.019997,7110800
2020-10-30,70.470001,71.779999,69.970001,71.419998,4298200
2020-11-02,71.470001,71.910004,70.290001,70.800003,3276100
2020-11-03,71.919998,72.940002,71.410004,71.940002,2089600
2020-11-04,73.769997,74.089996,71.860001,73.019997,2427200
2020-11-05,73.769997,74.910004,73.419998,74.239998,2079100
