Date,Open,High,Low,Close,Volume
2020-12-30,938,950,931,940.700012,6382809
2020-12-31,939.049988,949.849976,935,946.150024,3468390
2021-01-01,942,955.5,942,950.5,3142822
2021-01-04,959,984.700012,952.650024,980.400024,5259092
2021-01-05,967.200012,995.799988,967.200012,991.349976,7150252
2021-01-06,997.900024,998,966.099976,978.200012,5995748
2021-01-07,988,988.200012,959.400024,962.549988,5261000
2021-01-08,974.900024,1003.5,970,994.650024,8034775
2021-01-11,1015,1059.050049,1008,1055.099976,13384331
2021-01-12,1052,1065.050049,1038.699951,1062.099976,6700542
2021-01-13,1064,1067,1041,1055.949951,6691409
2021-01-14,1049,1049,1006.599976,1027.699951,15021108
2021-01-15,1047.650024,1052.849976,984,989.799988,23769415
2021-01-18,1000,1004.950012,976.900024,981.5,12947569
2021-01-19,988,997,979.349976,983.849976,6387923
2021-01-20,991.75,1009.650024,987.549988,999.25,7444118
2021-01-21,1009,1020,982.950012,993.299988,8857975
2021-01-22,991.700012,1004,981.400024,985.799988,5379466
2021-01-25,997,997,941,947.5,7731883
2021-01-27,952.099976,963.25,942.5,955.5,7531736
2021-01-28,948.799988,952.400024,930.099976,933.950012,6960905
2021-01-29,941,949.5,909.5,914,7692663
2021-02-01,919,933.75,896.349976,928.349976,8651478
2021-02-02,947,963,935.549988,954.650024,7690178
2021-02-03,966,973.299988,952.549988,959.900024,6354619
2021-02-04,964.700012,970.450012,950.150024,957.650024,4623148
2021-02-05,960.799988,963.900024,940.049988,946.150024,4631703
2021-02-08,955,964.400024,941.349976,957.75,6509526
2021-02-09,965,981.900024,946.599976,951.599976,7557977
2021-02-10,955.049988,965.099976,946.150024,959.450012,4896963
2021-02-11,959.450012,972.5,953.049988,970.400024,3745595
2021-02-12,975,986.5,957.599976,960.400024,8045740
2021-02-15,970,971.25,950.099976,954.650024,4643228
2021-02-16,957,962.25,944.099976,952.299988,3277086
2021-02-17,952,958.400024,941,943.200012,3643176
2021-02-18,944,956.75,938.349976,948.099976,5133094
2021-02-19,950,958,944.450012,950.150024,5494816
2021-02-22,949.5,951.450012,916.049988,920.150024,5043203
2021-02-23,924,930,906.549988,909.950012,5916942
2021-02-24,918,919.450012,905.5,916,3435827
2021-02-25,925.900024,934.049988,922.150024,929.25,6234947
2021-02-26,908,925,905.099976,909.450012,9198218
2021-03-01,916,934.450012,915.650024,930.349976,5397960
2021-03-02,933.849976,957.900024,928.599976,953.75,6715548
2021-03-03,965,968,947,965.25,5742015
2021-03-04,952,969.900024,951.349976,958,6268541
2021-03-05,956.099976,972,936.299988,941.5,5992152
2021-03-08,952.5,973,944,961.900024,5621823
2021-03-09,964.099976,976.900024,949.099976,973.150024,5440319
2021-03-10,985.700012,995.099976,979.700012,988.5,7694950
2021-03-12,988.5,1002.799988,973.599976,979.25,6447010
2021-03-15,977.5,994.349976,967.349976,992.349976,5321071
2021-03-16,993,1018.799988,990.450012,1007.25,8094575
2021-03-17,1012,1023.900024,982.700012,987.450012,6758901
2021-03-18,995,999.75,932.400024,947.75,8269566
2021-03-19,950,969,937.700012,960.450012,9004154
2021-03-22,960.450012,982.450012,944.599976,978.75,4745254
2021-03-23,983.650024,992.900024,971.799988,980.849976,5158305
2021-03-24,971.049988,984.75,965.799988,975.650024,3874331
2021-03-25,970,974.5,950,957.049988,4879437
2021-03-26,965,975,953.799988,958.549988,4271178
2021-03-30,965,1000.799988,964.450012,995.799988,5475000
2021-03-31,1000,1000,978.650024,982.650024,4445140
2021-04-01,992,1013.5,990.599976,1002.599976,5269079
2021-04-05,1007,1040,1002.599976,1033.5,9452833
2021-04-06,1039,1040.599976,1020.25,1028.400024,4260257
2021-04-07,1031,1045,1024.699951,1037.199951,3551106
2021-04-08,1044,1054.400024,1031.650024,1037.5,4852068
2021-04-09,1042.099976,1054.800049,1034.150024,1045.400024,3708082
2021-04-12,1042.949951,1042.949951,1001.200012,1009.400024,5976427
2021-04-13,1012.5,1020.799988,972.200012,983.400024,7773994
2021-04-15,968,994.700012,958.75,991.900024,7430279
2021-04-16,1000,1016.799988,994.5,1012.75,4677808
2021-04-19,996,1028.449951,987.849976,994.599976,6239343
2021-04-20,1006,1006,957,961.299988,9742418
2021-04-22,966,971.900024,955.299988,961.900024,4970596
2021-04-23,964,974.849976,950.200012,955.650024,6023490
2021-04-26,940,954.5,923.049988,928.799988,19619972
2021-04-27,931,938.549988,923.400024,928.849976,6406825
2021-04-28,931.200012,935.849976,921.75,923.799988,6845677
2021-04-29,929.700012,929.700012,907.099976,909.549988,8588734
2021-04-30,905,915,895.400024,898.950012,10921664
2021-05-03,898.75,910.450012,891,907.700012,6871176
2021-05-04,910,915,899.25,900.950012,6217026
2021-05-05,903.950012,910.799988,900.599976,909.400024,2696835
2021-05-06,912,923.900024,901.25,916,6319104
2021-05-07,918,921.400024,913.700012,916.400024,3651558
2021-05-10,918.049988,921.599976,910.200012,913.950012,4029147
2021-05-11,908.5,912.450012,905.099976,907.299988,3818154
2021-05-12,906.150024,908.950012,895,906.099976,4076940
2021-05-14,909,912,896.5,910.349976,5184569
2021-05-17,914.599976,927.200012,910.099976,922.150024,7956551
2021-05-18,928,939.5,924.5,931.599976,5913426
2021-05-19,928,941,925.150024,931.400024,4178834
2021-05-20,932,934.799988,922.049988,924.400024,4753782
2021-05-21,925.5,934.650024,923,930.650024,4161547
2021-05-24,931.5,939,927.700012,932.799988,4191877
2021-05-25,938,943.799988,935.150024,940.599976,5032874
2021-05-26,940,948.950012,932.549988,945.799988,5017674
2021-05-27,949,956.900024,938.099976,942.400024,9078274
2021-05-28,940.049988,949.75,937.400024,942.549988,4098094
2021-05-31,941.549988,947.849976,932.599976,945.200012,4171524
2021-06-01,948,952,942.049988,950.700012,2944472
2021-06-02,947,950.700012,937.599976,943.75,3657189
2021-06-03,945,949.799988,937,939.450012,4164240
2021-06-04,940.099976,944.200012,934.75,936.549988,3550303
2021-06-07,939,951.950012,937.099976,949.599976,3282517
2021-06-08,952,972,951.450012,967.200012,6385642
2021-06-09,973.900024,985,965.099976,971.299988,5521459
2021-06-10,979.5,981.650024,966.549988,968.549988,3878256
2021-06-11,976,990,970.5,983.349976,4777035
2021-06-14,983,988.450012,976,984.200012,2236373
2021-06-15,985.099976,993,983.200012,985.450012,2559001
2021-06-16,984.049988,986,974,979.400024,3138753
2021-06-17,980,988.950012,978.549988,986.400024,3609989
2021-06-18,990,996.700012,970.099976,975.25,5622783
2021-06-21,968,983.450012,961.25,982,1639495
2021-06-22,982.099976,988.200012,976.25,980.099976,2529648
2021-06-23,985,985,971,972.900024,2395543
2021-06-24,972,994.599976,969.099976,989.700012,4686567
2021-06-25,995,1010,989.25,995.650024,5196000
2021-06-28,1000,1000,984.200012,985.299988,1844159
2021-06-29,986.950012,993.900024,980.5,983.599976,1895170
2021-06-30,981,991.450012,981,983.5,2682591
2021-07-01,987,988,975.150024,985.5,2861509
2021-07-02,983.549988,987.599976,977.25,984.650024,1646631
2021-07-05,991.700012,995.900024,978,979.75,2598033
2021-07-06,980,982.200012,970.200012,972.049988,2486069
2021-07-07,970,977.599976,960.299988,975.349976,3014899
2021-07-08,975,982,970,976.799988,2555624
2021-07-09,972,979.5,966.599976,976.849976,3218471
2021-07-12,980,983.049988,975,979.450012,2037878
2021-07-13,983,983,964,967.950012,2997764
2021-07-14,968.25,992.950012,968.099976,989.450012,4371180
2021-07-15,993,1052.5,990.799988,1039.75,12701032
2021-07-16,1044.900024,1048.75,998.049988,1005,8665827
2021-07-19,1005,1018.299988,992.5,1000.200012,4644600
2021-07-20,999,1012.200012,969.349976,977.200012,10216774
2021-07-22,970,981.5,970,978.599976,6156400
2021-07-23,984.700012,1003.900024,982.599976,994,5265839
2021-07-26,994,1004,987.25,1000.299988,2477027
2021-07-27,1000,1002.200012,983.849976,992,2883514
2021-07-28,995,995.950012,977.299988,983.099976,2952249
2021-07-29,985.549988,1009,985.549988,1007.599976,4732101
2021-07-30,1013,1049.949951,1009.900024,1024.949951,9330054
2021-08-02,1034,1039,1023.049988,1035.400024,2536478
2021-08-03,1030,1042.949951,1024,1039.449951,3359006
2021-08-04,1041.099976,1047.75,1034.599976,1039.949951,3122161
2021-08-05,1040,1073,1033.699951,1061.150024,7896314
2021-08-06,1061.150024,1070,1043,1049.949951,11584782
2021-08-09,1057.800049,1066.75,1043.5,1050.550049,6321578
2021-08-10,1052.5,1072.300049,1048,1063.699951,5871606
2021-08-11,1070.949951,1079,1057.150024,1066.949951,5011239
2021-08-12,1071,1101.150024,1068,1096.5,6540144
2021-08-13,1099,1123.949951,1090.199951,1119.449951,7270809
2021-08-16,1120.949951,1129.349976,1114.349976,1123.650024,3159376
2021-08-17,1119.25,1151.949951,1112.550049,1142.949951,5295838
2021-08-18,1157.900024,1157.900024,1131.599976,1134.25,4871006
2021-08-20,1107.5,1140.75,1107.199951,1117.349976,3467046
2021-08-23,1129,1178.199951,1126.050049,1163.099976,9383780
2021-08-24,1167.949951,1173,1150,1152.900024,3947317
2021-08-25,1159.900024,1169.900024,1140.300049,1154.349976,3447912
2021-08-26,1159.900024,1172,1155,1167.449951,4654833
2021-08-27,1167.449951,1169.75,1159.5,1162.949951,3050466
2021-08-30,1164,1170.349976,1154.550049,1163.400024,2956868
2021-08-31,1166,1193.400024,1162.050049,1182.300049,7199002
2021-09-01,1190,1190.5,1161.75,1164.650024,3200410
2021-09-02,1172,1182,1154,1172.75,5224479
2021-09-03,1173.5,1180.599976,1158.25,1174.75,4533364
2021-09-06,1175,1210.099976,1174,1200.150024,4331916
2021-09-07,1214,1214.949951,1180.099976,1182.199951,3721585
2021-09-08,1185,1191.150024,1167.050049,1188.800049,3118518
2021-09-09,1192,1204.949951,1183,1198.550049,3388292
2021-09-13,1192,1215,1176.449951,1208.400024,3723138
2021-09-14,1216,1240.599976,1207,1238.650024,5593286
2021-09-15,1238.650024,1288.949951,1230.25,1273.25,6063895
2021-09-16,1287.199951,1295.300049,1255.199951,1263.099976,3616292
2021-09-17,1265,1281,1258.5,1263.300049,4817180
2021-09-20,1258,1298.800049,1250,1276.150024,5453683
2021-09-21,1289,1315,1277,1299.5,4645597
2021-09-22,1300,1328.650024,1299.599976,1315.5,5367303
2021-09-23,1326.849976,1336.449951,1313.900024,1328.300049,3037295
2021-09-24,1340,1377.75,1337,1358.199951,7951730
2021-09-27,1366,1367.949951,1290.050049,1295.199951,7653504
2021-09-28,1304.949951,1304.949951,1254,1269,8572321
2021-09-29,1270,1301.449951,1258.800049,1281.199951,4639821
2021-09-30,1291.449951,1291.449951,1268.849976,1279.550049,3589722
2021-10-01,1274,1284,1260.650024,1273.75,3372796
2021-10-04,1281.5,1293.599976,1273.75,1278.800049,1514949
